Source,Target,Score
6qfaO,7qn9M,0.000000
6qfaO,6qfaK,0.000000
6qfaN,7a5vO,0.000000
6qfaN,7qn8K,0.000000
6qfaN,7qn8L,0.000000
6qfaN,7qn8M,0.000000
6qfaN,7qndK,0.000000
6qfaN,7qndL,0.000000
6qfaN,7qndM,0.000000
6qfaN,8pvbO,0.000000
6qfaN,7qn9L,0.000000
6qfaN,7qn9M,0.000000
6qfaN,6qfaK,0.000000
6qfaN,6qfaO,0.000000
6qfaM,7a5vO,0.000000
6qfaM,7qn8K,0.000000
6qfaM,7qn8L,0.000000
6qfaM,7qn8M,0.000000
6qfaM,7qndK,0.000000
6qfaM,7qndL,0.000000
6qfaM,7qndM,0.000000
6qfaM,8pvbO,0.000000
6qfaM,7qn9L,0.000000
6qfaM,7qn9M,0.000000
6qfaM,6qfaK,0.000000
6qfaM,6qfaO,0.000000
6qfaM,6qfaN,0.000000
6qfaL,7a5vO,0.000000
6qfaL,7qn8K,0.000000
6qfaL,7qn8L,0.000000
6qfaL,7qn8M,0.000000
6qfaL,7qndK,0.000000
6qfaL,7qndL,0.000000
6qfaL,7qndM,0.000000
6qfaL,8pvbO,0.000000
6qfaL,7qn9L,0.000000
6qfaL,7qn9M,0.000000
6qfaL,6qfaK,0.000000
6qfaL,6qfaO,0.000000
6qfaL,6qfaN,0.000000
6qfaL,6qfaM,0.000000
6qfaC,7a5vA,0.000000
6qfaC,8pvbA,0.000000
6qfaC,6qfaB,0.000000
6qfaD,7a5vA,0.000000
6qfaD,8pvbA,0.000000
6qfaD,6qfaB,0.000000
6qfaD,6qfaC,0.000000
6qfaE,7a5vA,0.000000
6qfaE,8pvbA,0.000000
6qfaE,6qfaB,0.000000
6qfaE,6qfaC,0.000000
6qfaE,6qfaD,0.000000
6qfaA,7a5vA,0.000000
6qfaA,8pvbA,0.000000
6qfaA,6qfaB,0.000000
6qfaA,6qfaC,0.000000
6qfaA,6qfaD,0.000000
6qfaA,6qfaE,0.000000
7qn7B,7qn8A,0.000000
7qn7B,7qn8B,0.000000
7qn7B,7qn8C,0.000000
7qn7B,7qn8D,0.000000
7qn7B,7qndA,0.000000
7qn7B,7qndB,0.000000
7qn7B,7qndC,0.000000
7qn7B,7qndD,0.000000
7qn7C,7qn8A,0.000000
7qn7C,7qn8B,0.000000
7qn7C,7qn8C,0.000000
7qn7C,7qn8D,0.000000
7qn7C,7qndA,0.000000
7qn7C,7qndB,0.000000
7qn7C,7qndC,0.000000
7qn7C,7qndD,0.000000
7qn7C,7qn7B,0.000000
7qn7D,7qn8A,0.000000
7qn7D,7qn8B,0.000000
7qn7D,7qn8C,0.000000
7qn7D,7qn8D,0.000000
7qn7D,7qndA,0.000000
7qn7D,7qndB,0.000000
7qn7D,7qndC,0.000000
7qn7D,7qndD,0.000000
7qn7D,7qn7B,0.000000
7qn7D,7qn7C,0.000000
7qn7E,7qn8E,0.000000
7qn7E,7qndE,0.000000
7qn7E,7qn9E,0.000000
7qn7F,7a5vO,0.000000
7qn7F,7qn8K,0.000000
7qn7F,7qn8L,0.000000
7qn7F,7qn8M,0.000000
7qn7F,7qndK,0.000000
7qn7F,7qndL,0.000000
7qn7F,7qndM,0.000000
7qn7F,8pvbO,0.000000
7qn7F,7qn9L,0.000000
7qn7F,7qn9M,0.000000
7qn7F,6qfaK,0.000000
7qn7F,6qfaO,0.000000
7qn7F,6qfaN,0.000000
7qn7F,6qfaM,0.000000
7qn7F,6qfaL,0.000000
7qn7G,7a5vO,0.000000
7qn7G,7qn8K,0.000000
7qn7G,7qn8L,0.000000
7qn7G,7qn8M,0.000000
7qn7G,7qndK,0.000000
7qn7G,7qndL,0.000000
7qn7G,7qndM,0.000000
7qn7G,8pvbO,0.000000
7qn7G,7qn9L,0.000000
7qn7G,7qn9M,0.000000
7qn7G,6qfaK,0.000000
7qn7G,6qfaO,0.000000
7qn7G,6qfaN,0.000000
7qn7G,6qfaM,0.000000
7qn7G,6qfaL,0.000000
7qn7G,7qn7F,0.000000
7qncA,7qn7A,0.000000
7qncB,7qn8A,0.000000
7qncB,7qn8B,0.000000
7qncB,7qn8C,0.000000
7qncB,7qn8D,0.000000
7qncB,7qndA,0.000000
7qncB,7qndB,0.000000
7qncB,7qndC,0.000000
7qncB,7qndD,0.000000
7qncB,7qn7B,0.000000
7qncB,7qn7C,0.000000
7qncB,7qn7D,0.000000
7qncC,7qn8A,0.000000
7qncC,7qn8B,0.000000
7qncC,7qn8C,0.000000
7qncC,7qn8D,0.000000
7qncC,7qndA,0.000000
7qncC,7qndB,0.000000
7qncC,7qndC,0.000000
7qncC,7qndD,0.000000
7qncC,7qn7B,0.000000
7qncC,7qn7C,0.000000
7qncC,7qn7D,0.000000
7qncC,7qncB,0.000000
7qncD,7qn8A,0.000000
7qncD,7qn8B,0.000000
7qncD,7qn8C,0.000000
7qncD,7qn8D,0.000000
7qncD,7qndA,0.000000
7qncD,7qndB,0.000000
7qncD,7qndC,0.000000
7qncD,7qndD,0.000000
7qncD,7qn7B,0.000000
7qncD,7qn7C,0.000000
7qncD,7qn7D,0.000000
7qncD,7qncB,0.000000
7qncD,7qncC,0.000000
7qncE,7qn8E,0.000000
7qncE,7qndE,0.000000
7qncE,7qn9E,0.000000
7qncE,7qn7E,0.000000
7qncF,7a5vO,0.000000
7qncF,7qn8K,0.000000
7qncF,7qn8L,0.000000
7qncF,7qn8M,0.000000
7qncF,7qndK,0.000000
7qncF,7qndL,0.000000
7qncF,7qndM,0.000000
7qncF,8pvbO,0.000000
7qncF,7qn9L,0.000000
7qncF,7qn9M,0.000000
7qncF,6qfaK,0.000000
7qncF,6qfaO,0.000000
7qncF,6qfaN,0.000000
7qncF,6qfaM,0.000000
7qncF,6qfaL,0.000000
7qncF,7qn7F,0.000000
7qncF,7qn7G,0.000000
7qncG,7a5vO,0.000000
7qncG,7qn8K,0.000000
7qncG,7qn8L,0.000000
7qncG,7qn8M,0.000000
7qncG,7qndK,0.000000
7qncG,7qndL,0.000000
7qncG,7qndM,0.000000
7qncG,8pvbO,0.000000
7qncG,7qn9L,0.000000
7qncG,7qn9M,0.000000
7qncG,6qfaK,0.000000
7qncG,6qfaO,0.000000
7qncG,6qfaN,0.000000
7qncG,6qfaM,0.000000
7qncG,6qfaL,0.000000
7qncG,7qn7F,0.000000
7qncG,7qn7G,0.000000
7qncG,7qncF,0.000000
8hn8B,8yn2B,0.000000
8hn8B,8yn5B,0.000000
8hn8B,7dflB,0.000000
8hn8B,7yfcB,0.000000
8hn8B,8jxtC,0.000000
8hn8B,8yn3B,0.000000
8hn8B,8yn9B,0.000000
8hn8G,8jxtD,0.000000
8pokC,8yn2B,0.000000
8pokC,8yn5B,0.000000
8pokC,7dflB,0.000000
8pokC,7yfcB,0.000000
8pokC,8jxtC,0.000000
8pokC,8yn3B,0.000000
8pokC,8yn9B,0.000000
8pokC,8hn8B,0.000000
8pokD,8yn2C,0.000000
8pokD,8yn5C,0.000000
8pokD,7dflG,0.000000
8pokD,7yfcG,0.000000
8pokD,8jxtD,0.000000
8pokD,8yn3C,0.000000
8pokD,8yn9C,0.000000
8pokD,8hn8G,0.000000
8pokE,7yfcN,0.000000
8pokE,8yn3N,0.000000
8yn4A,8yn2A,0.000000
8yn4B,8yn2B,0.000000
8yn4B,8yn5B,0.000000
8yn4B,7dflB,0.000000
8yn4B,7yfcB,0.000000
8yn4B,8jxtC,0.000000
8yn4B,8yn3B,0.000000
8yn4B,8yn9B,0.000000
8yn4B,8hn8B,0.000000
8yn4B,8pokC,0.000000
8yn4C,8yn2C,0.000000
8yn4C,8yn5C,0.000000
8yn4C,7dflG,0.000000
8yn4C,7yfcG,0.000000
8yn4C,8jxtD,0.000000
8yn4C,8yn3C,0.000000
8yn4C,8yn9C,0.000000
8yn4C,8pokD,0.000000
8yn4E,8yn2E,0.000000
8yn4E,8yn5E,0.000000
8yn4E,8jxtE,0.000000
8yn4E,8yn9E,0.000000
8yuuA,8yn5A,0.000000
8yuuA,8yn9A,0.000000
8yuuB,8yn2B,0.000000
8yuuB,8yn5B,0.000000
8yuuB,7dflB,0.000000
8yuuB,7yfcB,0.000000
8yuuB,8jxtC,0.000000
8yuuB,8yn3B,0.000000
8yuuB,8yn9B,0.000000
8yuuB,8hn8B,0.000000
8yuuB,8pokC,0.000000
8yuuB,8yn4B,0.000000
8yuuG,8yn2C,0.000000
8yuuG,8yn5C,0.000000
8yuuG,7dflG,0.000000
8yuuG,7yfcG,0.000000
8yuuG,8jxtD,0.000000
8yuuG,8yn3C,0.000000
8yuuG,8yn9C,0.000000
8yuuG,8pokD,0.000000
8yuuG,8yn4C,0.000000
