Source,Target,Score
3g7x_B,1np1_A,0.123529
3g7x_B,1np1_B,0.123529
3g7x_B,1qft_A,0.994118
3g7x_B,1qft_B,0.994083
3g7x_B,1qfv_A,0.994118
3g7x_B,1qfv_B,0.994083
3g7x_B,1u18_A,0.123529
3g7x_B,1u18_B,0.123529
3g7x_B,2qeb_A,0.11034500000000003
3g7x_B,2qeb_B,0.11034500000000003
3g7x_B,2x45_A,0.125
3g7x_B,2x45_B,0.125
3g7x_B,2x45_C,0.125
3g7x_B,3bu1_A,0.13194399999999995
3g7x_B,3g7x_A,1.0
3rxh_A,1avn_A,0.13004499999999997
3rxh_A,1ike_A,0.10869600000000001
3rxh_A,1jqd_A,0.10762300000000002
3rxh_A,1jqd_B,0.10762300000000002
3rxh_A,1kar_A,0.12107599999999996
3rxh_A,1kar_B,0.12107599999999996
3rxh_A,1np1_A,0.11412999999999995
3rxh_A,1np1_B,0.11412999999999995
3rxh_A,1qft_A,0.12
3rxh_A,1qft_B,0.12426000000000004
3rxh_A,1qfv_A,0.12
3rxh_A,1qfv_B,0.12426000000000004
3rxh_A,1u18_A,0.11412999999999995
3rxh_A,1u18_B,0.11412999999999995
3rxh_A,2qeb_A,0.11724100000000004
3rxh_A,2qeb_B,0.11724100000000004
3rxh_A,2x45_A,0.125
3rxh_A,2x45_B,0.125
3rxh_A,2x45_C,0.125
3rxh_A,3bu1_A,0.13888900000000004
3rxh_A,3g7x_A,0.11695900000000004
3rxh_A,3g7x_B,0.11764699999999995
4xmf_A,1avn_A,0.125
4xmf_A,1ike_A,0.36412999999999995
4xmf_A,1jqd_A,0.11956500000000003
4xmf_A,1jqd_B,0.11956500000000003
4xmf_A,1kar_A,0.125
4xmf_A,1kar_B,0.125
4xmf_A,1np1_A,0.35326100000000005
4xmf_A,1np1_B,0.35326100000000005
4xmf_A,1qft_A,0.09714299999999998
4xmf_A,1qft_B,0.10059200000000001
4xmf_A,1qfv_A,0.09714299999999998
4xmf_A,1qfv_B,0.10059200000000001
4xmf_A,1u18_A,0.34782599999999997
4xmf_A,1u18_B,0.34782599999999997
4xmf_A,2qeb_A,0.11034500000000003
4xmf_A,2qeb_B,0.11034500000000003
4xmf_A,2x45_A,0.13194399999999995
4xmf_A,2x45_B,0.13194399999999995
4xmf_A,2x45_C,0.13194399999999995
4xmf_A,3bu1_A,0.13194399999999995
4xmf_A,3g7x_A,0.09941500000000003
4xmf_A,3g7x_B,0.09999999999999998
4xmf_A,3rxh_A,0.13043499999999997
5rus_A,1avn_A,0.11975999999999998
5rus_A,1ike_A,0.125749
5rus_A,1jqd_A,0.11377199999999998
5rus_A,1jqd_B,0.11975999999999998
5rus_A,1kar_A,0.137725
5rus_A,1kar_B,0.137725
5rus_A,1np1_A,0.11975999999999998
5rus_A,1np1_B,0.11975999999999998
5rus_A,1qft_A,0.095808
5rus_A,1qft_B,0.095808
5rus_A,1qfv_A,0.095808
5rus_A,1qfv_B,0.095808
5rus_A,1u18_A,0.11975999999999998
5rus_A,1u18_B,0.11975999999999998
5rus_A,2qeb_A,0.13793100000000003
5rus_A,2qeb_B,0.13793100000000003
5rus_A,2x45_A,0.11805600000000005
5rus_A,2x45_B,0.11805600000000005
5rus_A,2x45_C,0.11805600000000005
5rus_A,3bu1_A,0.11111099999999996
5rus_A,3g7x_A,0.08982000000000001
5rus_A,3g7x_B,0.08982000000000001
5rus_A,3rxh_A,0.125749
5rus_A,4xmf_A,0.11975999999999998
6dyn_A,1avn_A,0.112676
6dyn_A,1ike_A,0.10869600000000001
6dyn_A,1jqd_A,0.107981
6dyn_A,1jqd_B,0.107981
6dyn_A,1kar_A,0.117371
6dyn_A,1kar_B,0.117371
6dyn_A,1np1_A,0.10326100000000005
6dyn_A,1np1_B,0.10326100000000005
6dyn_A,1qft_A,0.12
6dyn_A,1qft_B,0.11242600000000003
6dyn_A,1qfv_A,0.12
6dyn_A,1qfv_B,0.11242600000000003
6dyn_A,1u18_A,0.10326100000000005
6dyn_A,1u18_B,0.10326100000000005
6dyn_A,2qeb_A,0.11724100000000004
6dyn_A,2qeb_B,0.11724100000000004
6dyn_A,2x45_A,0.09722200000000003
6dyn_A,2x45_B,0.09722200000000003
6dyn_A,2x45_C,0.09722200000000003
6dyn_A,3bu1_A,0.11111099999999996
6dyn_A,3g7x_A,0.11111099999999996
6dyn_A,3g7x_B,0.10588200000000003
6dyn_A,3rxh_A,0.089202
6dyn_A,4xmf_A,0.10326100000000005
6dyn_A,5rus_A,0.11975999999999998
6fu4_A,1avn_A,0.101167
6fu4_A,1ike_A,0.125
6fu4_A,1jqd_A,0.10839200000000004
6fu4_A,1jqd_B,0.10763900000000004
6fu4_A,1kar_A,0.12671200000000005
6fu4_A,1kar_B,0.12671200000000005
6fu4_A,1np1_A,0.11956500000000003
6fu4_A,1np1_B,0.11956500000000003
6fu4_A,1qft_A,0.114286
6fu4_A,1qft_B,0.11242600000000003
6fu4_A,1qfv_A,0.114286
6fu4_A,1qfv_B,0.11242600000000003
6fu4_A,1u18_A,0.11956500000000003
6fu4_A,1u18_B,0.11956500000000003
6fu4_A,2qeb_A,0.11724100000000004
6fu4_A,2qeb_B,0.11724100000000004
6fu4_A,2x45_A,0.13194399999999995
6fu4_A,2x45_B,0.13194399999999995
6fu4_A,2x45_C,0.13194399999999995
6fu4_A,3bu1_A,0.13888900000000004
6fu4_A,3g7x_A,0.11111099999999996
6fu4_A,3g7x_B,0.111765
6fu4_A,3rxh_A,0.11210799999999999
6fu4_A,4xmf_A,0.13043499999999997
6fu4_A,5rus_A,0.131737
6fu4_A,6dyn_A,0.12206600000000001
6fu4_B,1avn_A,0.10894899999999996
6fu4_B,1ike_A,0.125
6fu4_B,1jqd_A,0.10839200000000004
6fu4_B,1jqd_B,0.10801400000000005
6fu4_B,1kar_A,0.125436
6fu4_B,1kar_B,0.125436
6fu4_B,1np1_A,0.11956500000000003
6fu4_B,1np1_B,0.11956500000000003
6fu4_B,1qft_A,0.114286
6fu4_B,1qft_B,0.11242600000000003
6fu4_B,1qfv_A,0.114286
6fu4_B,1qfv_B,0.11242600000000003
6fu4_B,1u18_A,0.13043499999999997
6fu4_B,1u18_B,0.13043499999999997
6fu4_B,2qeb_A,0.11724100000000004
6fu4_B,2qeb_B,0.11724100000000004
6fu4_B,2x45_A,0.13194399999999995
6fu4_B,2x45_B,0.13194399999999995
6fu4_B,2x45_C,0.13194399999999995
6fu4_B,3bu1_A,0.13888900000000004
6fu4_B,3g7x_A,0.11111099999999996
6fu4_B,3g7x_B,0.111765
6fu4_B,3rxh_A,0.11210799999999999
6fu4_B,4xmf_A,0.13043499999999997
6fu4_B,5rus_A,0.125749
6fu4_B,6dyn_A,0.107981
6fu4_B,6fu4_A,1.0
6fu4_C,1avn_A,0.101167
6fu4_C,1ike_A,0.125
6fu4_C,1jqd_A,0.10839200000000004
6fu4_C,1jqd_B,0.10763900000000004
6fu4_C,1kar_A,0.12714800000000004
6fu4_C,1kar_B,0.12714800000000004
6fu4_C,1np1_A,0.11956500000000003
6fu4_C,1np1_B,0.11956500000000003
6fu4_C,1qft_A,0.114286
6fu4_C,1qft_B,0.11242600000000003
6fu4_C,1qfv_A,0.114286
6fu4_C,1qfv_B,0.11242600000000003
6fu4_C,1u18_A,0.11956500000000003
6fu4_C,1u18_B,0.11956500000000003
6fu4_C,2qeb_A,0.11724100000000004
6fu4_C,2qeb_B,0.11724100000000004
6fu4_C,2x45_A,0.13194399999999995
6fu4_C,2x45_B,0.13194399999999995
6fu4_C,2x45_C,0.13194399999999995
6fu4_C,3bu1_A,0.13194399999999995
6fu4_C,3g7x_A,0.11111099999999996
6fu4_C,3g7x_B,0.111765
6fu4_C,3rxh_A,0.11210799999999999
6fu4_C,4xmf_A,0.13043499999999997
6fu4_C,5rus_A,0.131737
6fu4_C,6dyn_A,0.107981
6fu4_C,6fu4_A,1.0
6fu4_C,6fu4_B,1.0
6fu4_D,1avn_A,0.09727600000000003
6fu4_D,1ike_A,0.125
6fu4_D,1jqd_A,0.10839200000000004
6fu4_D,1jqd_B,0.10839200000000004
6fu4_D,1kar_A,0.12587400000000004
6fu4_D,1kar_B,0.12587400000000004
6fu4_D,1np1_A,0.11956500000000003
6fu4_D,1np1_B,0.11956500000000003
6fu4_D,1qft_A,0.114286
6fu4_D,1qft_B,0.11242600000000003
6fu4_D,1qfv_A,0.114286
6fu4_D,1qfv_B,0.11242600000000003
6fu4_D,1u18_A,0.11956500000000003
6fu4_D,1u18_B,0.11956500000000003
6fu4_D,2qeb_A,0.12413799999999997
6fu4_D,2qeb_B,0.12413799999999997
6fu4_D,2x45_A,0.13194399999999995
6fu4_D,2x45_B,0.13194399999999995
6fu4_D,2x45_C,0.13194399999999995
6fu4_D,3bu1_A,0.13194399999999995
6fu4_D,3g7x_A,0.11111099999999996
6fu4_D,3g7x_B,0.111765
6fu4_D,3rxh_A,0.11210799999999999
6fu4_D,4xmf_A,0.13043499999999997
6fu4_D,5rus_A,0.125749
6fu4_D,6dyn_A,0.12206600000000001
6fu4_D,6fu4_A,1.0
6fu4_D,6fu4_B,1.0
6fu4_D,6fu4_C,1.0
6qfa_A,1avn_A,0.10894899999999996
6qfa_A,1ike_A,0.125
6qfa_A,1jqd_A,0.09440599999999999
6qfa_A,1jqd_B,0.09375
6qfa_A,1kar_A,0.11711700000000003
6qfa_A,1kar_B,0.11711700000000003
6qfa_A,1np1_A,0.14130399999999999
6qfa_A,1np1_B,0.14130399999999999
6qfa_A,1qft_A,0.125714
6qfa_A,1qft_B,0.13017800000000002
6qfa_A,1qfv_A,0.125714
6qfa_A,1qfv_B,0.13017800000000002
6qfa_A,1u18_A,0.14130399999999999
6qfa_A,1u18_B,0.14130399999999999
6qfa_A,2qeb_A,0.11724100000000004
6qfa_A,2qeb_B,0.11724100000000004
6qfa_A,2x45_A,0.11805600000000005
6qfa_A,2x45_B,0.11805600000000005
6qfa_A,2x45_C,0.11805600000000005
6qfa_A,3bu1_A,0.11111099999999996
6qfa_A,3g7x_A,0.12865499999999996
6qfa_A,3g7x_B,0.12941199999999997
6qfa_A,3rxh_A,0.09416999999999998
6qfa_A,4xmf_A,0.10326100000000005
6qfa_A,5rus_A,0.14371299999999998
6qfa_A,6dyn_A,0.126761
6qfa_A,6fu4_A,0.10274000000000005
6qfa_A,6fu4_B,0.10453000000000001
6qfa_A,6fu4_C,0.10309299999999999
6qfa_A,6fu4_D,0.10489499999999996
6qfa_B,1avn_A,0.10894899999999996
6qfa_B,1ike_A,0.125
6qfa_B,1jqd_A,0.09440599999999999
6qfa_B,1jqd_B,0.09375
6qfa_B,1kar_A,0.11711700000000003
6qfa_B,1kar_B,0.11711700000000003
6qfa_B,1np1_A,0.14130399999999999
6qfa_B,1np1_B,0.14130399999999999
6qfa_B,1qft_A,0.125714
6qfa_B,1qft_B,0.13017800000000002
6qfa_B,1qfv_A,0.125714
6qfa_B,1qfv_B,0.13017800000000002
6qfa_B,1u18_A,0.14130399999999999
6qfa_B,1u18_B,0.14130399999999999
6qfa_B,2qeb_A,0.11724100000000004
6qfa_B,2qeb_B,0.11724100000000004
6qfa_B,2x45_A,0.11805600000000005
6qfa_B,2x45_B,0.11805600000000005
6qfa_B,2x45_C,0.11805600000000005
6qfa_B,3bu1_A,0.11111099999999996
6qfa_B,3g7x_A,0.12865499999999996
6qfa_B,3g7x_B,0.12941199999999997
6qfa_B,3rxh_A,0.09416999999999998
6qfa_B,4xmf_A,0.10326100000000005
6qfa_B,5rus_A,0.14371299999999998
6qfa_B,6dyn_A,0.126761
6qfa_B,6fu4_A,0.10274000000000005
6qfa_B,6fu4_B,0.10453000000000001
6qfa_B,6fu4_C,0.10309299999999999
6qfa_B,6fu4_D,0.10489499999999996
6qfa_B,6qfa_A,1.0
6qfa_C,1avn_A,0.10894899999999996
6qfa_C,1ike_A,0.125
6qfa_C,1jqd_A,0.09440599999999999
6qfa_C,1jqd_B,0.09375
6qfa_C,1kar_A,0.11711700000000003
6qfa_C,1kar_B,0.11711700000000003
6qfa_C,1np1_A,0.14130399999999999
6qfa_C,1np1_B,0.14130399999999999
6qfa_C,1qft_A,0.125714
6qfa_C,1qft_B,0.13017800000000002
6qfa_C,1qfv_A,0.125714
6qfa_C,1qfv_B,0.13017800000000002
6qfa_C,1u18_A,0.14130399999999999
6qfa_C,1u18_B,0.14130399999999999
6qfa_C,2qeb_A,0.11724100000000004
6qfa_C,2qeb_B,0.11724100000000004
6qfa_C,2x45_A,0.11805600000000005
6qfa_C,2x45_B,0.11805600000000005
6qfa_C,2x45_C,0.11805600000000005
6qfa_C,3bu1_A,0.11111099999999996
6qfa_C,3g7x_A,0.12865499999999996
6qfa_C,3g7x_B,0.12941199999999997
6qfa_C,3rxh_A,0.09416999999999998
6qfa_C,4xmf_A,0.10326100000000005
6qfa_C,5rus_A,0.14371299999999998
6qfa_C,6dyn_A,0.126761
6qfa_C,6fu4_A,0.10274000000000005
6qfa_C,6fu4_B,0.10453000000000001
6qfa_C,6fu4_C,0.10309299999999999
6qfa_C,6fu4_D,0.10489499999999996
6qfa_C,6qfa_A,1.0
6qfa_C,6qfa_B,1.0
6qfa_D,1avn_A,0.10894899999999996
6qfa_D,1ike_A,0.125
6qfa_D,1jqd_A,0.09440599999999999
6qfa_D,1jqd_B,0.09375
6qfa_D,1kar_A,0.11711700000000003
6qfa_D,1kar_B,0.11711700000000003
6qfa_D,1np1_A,0.14130399999999999
6qfa_D,1np1_B,0.14130399999999999
6qfa_D,1qft_A,0.125714
6qfa_D,1qft_B,0.13017800000000002
6qfa_D,1qfv_A,0.125714
6qfa_D,1qfv_B,0.13017800000000002
6qfa_D,1u18_A,0.14130399999999999
6qfa_D,1u18_B,0.14130399999999999
6qfa_D,2qeb_A,0.11724100000000004
6qfa_D,2qeb_B,0.11724100000000004
6qfa_D,2x45_A,0.11805600000000005
6qfa_D,2x45_B,0.11805600000000005
6qfa_D,2x45_C,0.11805600000000005
6qfa_D,3bu1_A,0.11111099999999996
6qfa_D,3g7x_A,0.12865499999999996
6qfa_D,3g7x_B,0.12941199999999997
6qfa_D,3rxh_A,0.09416999999999998
6qfa_D,4xmf_A,0.10326100000000005
6qfa_D,5rus_A,0.14371299999999998
6qfa_D,6dyn_A,0.126761
6qfa_D,6fu4_A,0.10274000000000005
6qfa_D,6fu4_B,0.10453000000000001
6qfa_D,6fu4_C,0.10309299999999999
6qfa_D,6fu4_D,0.10489499999999996
6qfa_D,6qfa_A,1.0
6qfa_D,6qfa_B,1.0
6qfa_D,6qfa_C,1.0
6qfa_E,1avn_A,0.10894899999999996
6qfa_E,1ike_A,0.125
6qfa_E,1jqd_A,0.09440599999999999
6qfa_E,1jqd_B,0.09375
6qfa_E,1kar_A,0.11711700000000003
6qfa_E,1kar_B,0.11711700000000003
6qfa_E,1np1_A,0.14130399999999999
6qfa_E,1np1_B,0.14130399999999999
6qfa_E,1qft_A,0.125714
6qfa_E,1qft_B,0.13017800000000002
6qfa_E,1qfv_A,0.125714
6qfa_E,1qfv_B,0.13017800000000002
6qfa_E,1u18_A,0.14130399999999999
6qfa_E,1u18_B,0.14130399999999999
6qfa_E,2qeb_A,0.11724100000000004
6qfa_E,2qeb_B,0.11724100000000004
6qfa_E,2x45_A,0.11805600000000005
6qfa_E,2x45_B,0.11805600000000005
6qfa_E,2x45_C,0.11805600000000005
6qfa_E,3bu1_A,0.11111099999999996
6qfa_E,3g7x_A,0.12865499999999996
6qfa_E,3g7x_B,0.12941199999999997
6qfa_E,3rxh_A,0.09416999999999998
6qfa_E,4xmf_A,0.10326100000000005
6qfa_E,5rus_A,0.14371299999999998
6qfa_E,6dyn_A,0.126761
6qfa_E,6fu4_A,0.10274000000000005
6qfa_E,6fu4_B,0.10453000000000001
6qfa_E,6fu4_C,0.10309299999999999
6qfa_E,6fu4_D,0.10489499999999996
6qfa_E,6qfa_A,1.0
6qfa_E,6qfa_B,1.0
6qfa_E,6qfa_C,1.0
6qfa_E,6qfa_D,1.0
7a5v_A,1avn_A,0.11673199999999995
7a5v_A,1ike_A,0.125
7a5v_A,1jqd_A,0.09440599999999999
7a5v_A,1jqd_B,0.09722200000000003
7a5v_A,1kar_A,0.11676600000000004
7a5v_A,1kar_B,0.11676600000000004
7a5v_A,1np1_A,0.14130399999999999
7a5v_A,1np1_B,0.14130399999999999
7a5v_A,1qft_A,0.125714
7a5v_A,1qft_B,0.13017800000000002
7a5v_A,1qfv_A,0.125714
7a5v_A,1qfv_B,0.13017800000000002
7a5v_A,1u18_A,0.14130399999999999
7a5v_A,1u18_B,0.14130399999999999
7a5v_A,2qeb_A,0.11724100000000004
7a5v_A,2qeb_B,0.11724100000000004
7a5v_A,2x45_A,0.11805600000000005
7a5v_A,2x45_B,0.11805600000000005
7a5v_A,2x45_C,0.11805600000000005
7a5v_A,3bu1_A,0.11805600000000005
7a5v_A,3g7x_A,0.12865499999999996
7a5v_A,3g7x_B,0.12941199999999997
7a5v_A,3rxh_A,0.09416999999999998
7a5v_A,4xmf_A,0.10326100000000005
7a5v_A,5rus_A,0.14371299999999998
7a5v_A,6dyn_A,0.126761
7a5v_A,6fu4_A,0.10274000000000005
7a5v_A,6fu4_B,0.10453000000000001
7a5v_A,6fu4_C,0.10309299999999999
7a5v_A,6fu4_D,0.10489499999999996
7a5v_A,6qfa_A,1.0
7a5v_A,6qfa_B,1.0
7a5v_A,6qfa_C,1.0
7a5v_A,6qfa_D,1.0
7a5v_A,6qfa_E,1.0
7dfl_R,1avn_A,0.09338500000000005
7dfl_R,1ike_A,0.11956500000000003
7dfl_R,1jqd_A,0.09090900000000002
7dfl_R,1jqd_B,0.09090900000000002
7dfl_R,1kar_A,0.10545499999999997
7dfl_R,1kar_B,0.10545499999999997
7dfl_R,1np1_A,0.11956500000000003
7dfl_R,1np1_B,0.11956500000000003
7dfl_R,1qft_A,0.10857099999999997
7dfl_R,1qft_B,0.11242600000000003
7dfl_R,1qfv_A,0.10857099999999997
7dfl_R,1qfv_B,0.11242600000000003
7dfl_R,1u18_A,0.11956500000000003
7dfl_R,1u18_B,0.11956500000000003
7dfl_R,2qeb_A,0.10344799999999998
7dfl_R,2qeb_B,0.10344799999999998
7dfl_R,2x45_A,0.11805600000000005
7dfl_R,2x45_B,0.11805600000000005
7dfl_R,2x45_C,0.11805600000000005
7dfl_R,3bu1_A,0.11805600000000005
7dfl_R,3g7x_A,0.105263
7dfl_R,3g7x_B,0.111765
7dfl_R,3rxh_A,0.10313899999999998
7dfl_R,4xmf_A,0.11412999999999995
7dfl_R,5rus_A,0.11975999999999998
7dfl_R,6dyn_A,0.107981
7dfl_R,6fu4_A,0.09454499999999999
7dfl_R,6fu4_B,0.09818199999999999
7dfl_R,6fu4_C,0.09454499999999999
7dfl_R,6fu4_D,0.09818199999999999
7dfl_R,6qfa_A,0.11272700000000002
7dfl_R,6qfa_B,0.11272700000000002
7dfl_R,6qfa_C,0.11272700000000002
7dfl_R,6qfa_D,0.11272700000000002
7dfl_R,6qfa_E,0.11272700000000002
7dfl_R,7a5v_A,0.11272700000000002
