Source,Target,Score
7qnc_C,7qn9_C,1.0
7qnc_C,7qn9_D,1.0
7qnc_D,6qfa_A,1.0
7qnc_D,6qfa_B,1.0
7qnc_D,6qfa_C,1.0
7qnc_D,6qfa_D,1.0
7qnc_D,6qfa_E,1.0
7qnc_D,7a5v_A,1.0
7qnc_D,7qn7_C,1.0
7qnc_D,7qn7_D,1.0
7qnc_D,7qn8_B,0.7
7qnc_D,7qn8_D,1.0
7qnc_D,7qn9_B,1.0
7qnc_D,7qn9_C,1.0
7qnc_D,7qn9_D,1.0
7qnc_D,7qnc_C,1.0
7qnd_B,6qfa_A,1.0
7qnd_B,6qfa_B,1.0
7qnd_B,6qfa_C,1.0
7qnd_B,6qfa_D,1.0
7qnd_B,6qfa_E,1.0
7qnd_B,7a5v_A,1.0
7qnd_B,7qn7_C,1.0
7qnd_B,7qn7_D,1.0
7qnd_B,7qn8_B,0.7
7qnd_B,7qn8_D,1.0
7qnd_B,7qn9_B,1.0
7qnd_B,7qn9_C,1.0
7qnd_B,7qn9_D,1.0
7qnd_B,7qnc_C,1.0
7qnd_B,7qnc_D,1.0
7qnd_C,6qfa_A,1.0
7qnd_C,6qfa_B,1.0
7qnd_C,6qfa_C,1.0
7qnd_C,6qfa_D,1.0
7qnd_C,6qfa_E,1.0
7qnd_C,7a5v_A,1.0
7qnd_C,7qn7_C,1.0
7qnd_C,7qn7_D,1.0
7qnd_C,7qn8_B,0.75
7qnd_C,7qn8_D,1.0
7qnd_C,7qn9_B,1.0
7qnd_C,7qn9_C,1.0
7qnd_C,7qn9_D,1.0
7qnd_C,7qnc_C,1.0
7qnd_C,7qnc_D,1.0
7qnd_C,7qnd_B,1.0
8pvb_A,6qfa_A,1.0
8pvb_A,6qfa_B,1.0
8pvb_A,6qfa_C,1.0
8pvb_A,6qfa_D,1.0
8pvb_A,6qfa_E,1.0
8pvb_A,7a5v_A,1.0
8pvb_A,7qn7_C,1.0
8pvb_A,7qn7_D,1.0
8pvb_A,7qn8_B,0.714286
8pvb_A,7qn8_D,1.0
8pvb_A,7qn9_B,1.0
8pvb_A,7qn9_C,1.0
8pvb_A,7qn9_D,1.0
8pvb_A,7qnc_C,1.0
8pvb_A,7qnc_D,1.0
8pvb_A,7qnd_B,1.0
8pvb_A,7qnd_C,1.0
8yn2_R,7dfl_R,0.818182
8yn4_R,8yn3_R,1.0
8yn5_R,8hn8_R,0.75
8yn9_R,8hn8_R,0.75
8yn9_R,8yn5_R,0.75
8yuu_R,8hn8_R,0.75
8yuu_R,8yn5_R,1.0
8yuu_R,8yn9_R,0.75
