Source,Target,Score
8yn2_R,6fu4_D,0.2826
8yn2_R,7a5v_A,0.2848
8yn2_R,7qn9_A,0.28567
8yn2_R,8jt5_A,0.33673
8yn2_R,8tgk_A,0.33093
8yn3_R,1avn_A,0.26271
8yn3_R,1jqd_A,0.25478
8yn3_R,1kar_A,0.22067
8yn3_R,1qft_B,0.2327
8yn3_R,1u18_A,0.23011
8yn3_R,2qeb_B,0.27575
8yn3_R,2x45_C,0.22689
8yn3_R,3bu1_A,0.22747
8yn3_R,3rxh_A,0.25117
8yn3_R,4xmf_A,0.23698
8yn3_R,5rus_A,0.24307
8yn3_R,6dyn_A,0.26992
8yn3_R,6fu4_D,0.2662
8yn3_R,7a5v_A,0.24982
8yn3_R,7qn9_A,0.27854
8yn3_R,8jt5_A,0.32889
8yn3_R,8tgk_A,0.3353
8yn3_R,8yn2_R,0.90384
8yn9_R,1avn_A,0.25365
8yn9_R,1jqd_A,0.26589
8yn9_R,1kar_A,0.2207
8yn9_R,1qft_B,0.25022
8yn9_R,1u18_A,0.24427
8yn9_R,2qeb_B,0.2612
8yn9_R,2x45_C,0.23261
8yn9_R,3bu1_A,0.22582
8yn9_R,3rxh_A,0.25542
8yn9_R,4xmf_A,0.24977
8yn9_R,5rus_A,0.25112
8yn9_R,6dyn_A,0.30218
8yn9_R,6fu4_D,0.27094
8yn9_R,7a5v_A,0.29753
8yn9_R,7qn9_A,0.28048
8yn9_R,8jt5_A,0.33511
8yn9_R,8tgk_A,0.33346
8yn9_R,8yn2_R,0.89866
8yn9_R,8yn3_R,0.86838
8yuu_R,1avn_A,0.25752
8yuu_R,1jqd_A,0.27408
8yuu_R,1kar_A,0.20842
8yuu_R,1qft_B,0.20831
8yuu_R,1u18_A,0.22926
8yuu_R,2qeb_B,0.25646
8yuu_R,2x45_C,0.21543
8yuu_R,3bu1_A,0.21579
8yuu_R,3rxh_A,0.25434
8yuu_R,4xmf_A,0.2311
8yuu_R,5rus_A,0.23578
8yuu_R,6dyn_A,0.28288
8yuu_R,6fu4_D,0.27792
8yuu_R,7a5v_A,0.21901
8yuu_R,7qn9_A,0.27764
8yuu_R,8jt5_A,0.33208
8yuu_R,8tgk_A,0.33782
8yuu_R,8yn2_R,0.91384
8yuu_R,8yn3_R,0.88506
8yuu_R,8yn9_R,0.91003
