Source,Target,Score
pdb1kar_A_0502_HSM.pdb,pdb5a8k_B_1444_ETX.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb3obk_A_0360_PBG.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6hbu_A_1501_ATP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7fof_B_0401_W5L.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb7s8w_C_0401_1PE.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3iod_A_0302_A6D.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8r7w_A_0201_GCP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6n8g_A_0501_KFD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7fls_B_0401_VIP.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb6vlk_B_0801_NAG.pdb,0.67
pdb1kar_A_0502_HSM.pdb,pdb6a21_A_0401_9OR.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5tbi_B_0504_78V.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1xe7_A_0210_GUN.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb6c7n_B_1002_PYR.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb4aja_A_0501_TAP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5nos_A_0201_92Z.pdb,0.57
pdb1kar_A_0502_HSM.pdb,pdb6fjk_A_0502_ADP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4rje_A_0401_FNR.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3ljp_A_0547_FDA.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6vn2_A_0601_R44.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1g98_A_0558_PA5.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7tte_B_0502_JVR.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6nng_B_0505_DJ9.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1z7e_A_1101_UGA.pdb,0.55
pdb1kar_A_0502_HSM.pdb,pdb1up9_A_0201_HEC.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4kvg_A_0201_GTP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1ps9_A_0701_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6p4k_A_0601_TCH.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb1a3v_A_0023_C5C.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6uv6_A_0301_SAH.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7k7o_A_0901_VZJ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4adu_A_1084_R5P.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3ka7_A_0500_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7foc_B_0401_W55.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb8um9_A_0040_DAS.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6u6c_B_0501_PZV.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6pyz_A_0403_ZIQ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6h2i_A_0501_TBE.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5l63_K_0301_04C.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5vt4_A_0701_9KJ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1evl_A_2002_TSB.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8z21_C_0401_SF4.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3mqo_A_0001_IPA.pdb,0.57
pdb1kar_A_0502_HSM.pdb,pdb1s9i_A_1001_5EA.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1yw2_A_2001_PGJ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1say_A_0501_PYR.pdb,0.57
pdb1kar_A_0502_HSM.pdb,pdb7e0g_A_1001_HUF.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4txn_A_0302_URF.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6h39_K_0801_FGY.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8z1y_D_0401_SF4.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1o2d_A_1800_NAP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8uem_B_0301_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6ii7_A_0402_HPA.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6vlo_A_0402_NAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5t1l_E_0003_2GX.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6hwe_N_0201_GWZ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5kwv_A_0300_ANP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7civ_A_0301_ACO.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6b8o_B_0204_PSF.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8c0f_B_0505_SOZ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1afb_1_0001_NGA.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb2w31_A_0200_HEM.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3nwy_A_0262_GTP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb9es7_A_0301_HEM.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3pm9_A_0476_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4r67_H_0301_3BV.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2h88_C_0142_HEM.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3fbs_A_0298_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3rda_X_0001_MIO.pdb,0.57
pdb1kar_A_0502_HSM.pdb,pdb4zbq_A_0606_LMR.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb3ssn_A_0701_MVI.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5qtp_A_0303_PWJ.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb3pj0_A_0359_MRD.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb5osm_A_0301_AEQ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5w16_A_0301_DGL.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb9lsc_A_0066_CRQ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6m9l_A_0501_J9G.pdb,0.55
pdb1kar_A_0502_HSM.pdb,pdb7zi6_A_0302_JAQ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2rdz_A_0001_HEC.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5xmv_A_0501_PLG.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3axb_A_1001_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5eiy_A_0902_43Y.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb6kyy_A_0501_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3isj_A_0308_A8D.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2zfn_A_0500_ACO.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8x3u_B_0401_UDP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2yxl_A_5748_SFG.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4mul_A_0404_2DW.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8ic4_n_0201_EHZ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7kx8_A_0701_X8J.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5if8_A_0801_6AX.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb8imi_G_0200_CYC.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3koy_A_0767_Z97.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5ml4_B_0201_RRQ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5xge_A_0901_C2E.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8j59_A_0501_FMN.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4ciy_A_1144_NDY.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6mxc_A_0301_5GP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2viz_A_1448_VG4.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6s7o_F_0704_EGY.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5wgx_A_0701_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8bcr_B_0301_AT9.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8cgz_B_0502_UIY.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3ivg_B_0305_FG5.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3nc7_A_0407_PIY.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb7cpd_B_0501_G9U.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5nov_A_0201_93B.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb5l6h_B_0101_6O2.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4ph7_A_0501_2Y5.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5zxu_A_0401_NDP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2r66_A_0501_F6P.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2zz6_A_0301_6AZ.pdb,0.55
pdb1kar_A_0502_HSM.pdb,pdb3cgl_A_0066_CRQ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4ud0_B_2410_SAH.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6cd1_B_0601_PLG.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5tgy_A_0201_7BU.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8cav_A_1003_ANP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6vk8_A_0803_SIN.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2qvn_A_0500_GMP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5llf_A_0303_6YX.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7mft_I_0601_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3b03_A_0669_VNR.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4kxy_A_0709_1U0.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1hye_A_0748_NAP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2h5o_A_0066_CRO.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4fps_A_0402_0UX.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6pve_A_0301_OZP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1u2z_A_0801_SAH.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2yy7_A_2001_PE8.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb3f3y_A_0702_A3P.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4iqg_C_0304_NAP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5dro_A_0402_ZH2.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5rfh_A_0404_T6Y.pdb,0.55
pdb1kar_A_0502_HSM.pdb,pdb4hqc_A_0063_IEY.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3quo_A_4001_FCN.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3m2t_A_0358_NAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2i5b_A_0301_ADP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6y6d_B_0503_OBQ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2fre_A_1151_FMN.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8jt7_A_0600_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8z7w_A_0501_MF8.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb7bhg_A_0065_TUK.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7k7t_A_0503_ANP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4lfl_B_0201_TG6.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6xes_B_0503_TU3.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3k14_A_0164_535.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3sqz_A_0601_COA.pdb,0.55
pdb1kar_A_0502_HSM.pdb,pdb7f0m_A_0201_0BF.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1xg0_A_0219_DBV.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8qqy_A_1001_WT3.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4xu2_A_0300_44Q.pdb,0.55
pdb1kar_A_0502_HSM.pdb,pdb8x2j_B_1104_F3S.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4xqm_A_0501_MAN.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb3v70_A_0401_GDP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5ijw_A_0301_DGL.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3fuw_A_0272_MTA.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4int_K_0301_1G5.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3p76_A_0273_P76.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1ini_A_1001_CDM.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4lbs_A_0401_NAP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2jdi_D_1480_ANP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2fva_A_0102_STE.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2e39_A_0401_HEM.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1cwh_C_0004_MVA.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb8i4j_A_0064_QYG.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5hz3_A_0053_HZP.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb3hll_A_0401_I45.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7bm1_A_0514_U35.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2vv6_A_1258_HEM.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2eq6_A_1482_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1ft5_A_0213_HEM.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8gn7_A_0301_CLR.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb7fm3_B_0401_VSL.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb3le8_A_0301_2B5.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6j5l_A_0801_B9C.pdb,0.55
pdb1kar_A_0502_HSM.pdb,pdb6yrd_A_0401_HEM.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6elw_A_0046_SE7.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb8qdf_A_0089_7N8.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8b7g_A_0066_QIP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3tr0_A_0205_5GP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2bwn_B_1397_ACY.pdb,0.57
pdb1kar_A_0502_HSM.pdb,pdb5h84_A_0201_1VU.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1q1a_B_0353_ALY.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6saq_B_1003_L3W.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8zop_A_0501_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4dxi_A_0062_CRQ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2j3l_A_1576_P5A.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8ern_A_0402_WQK.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5sug_B_0401_W1E.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb6nyo_A_0301_U94.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5qtq_A_0303_PWM.pdb,0.57
pdb1kar_A_0502_HSM.pdb,pdb3cay_A_0002_O12.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb6eue_A_0701_1PE.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb5st8_B_0401_V33.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb3sw4_A_0299_18K.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4a9u_A_1516_A9U.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4b7x_A_0400_NAP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1gsa_A_0318_GSH.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6eow_A_0401_NAP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7pw9_C_0601_ATP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2w0j_A_1511_ZAT.pdb,0.55
pdb1kar_A_0502_HSM.pdb,pdb2yrr_A_0500_PLP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5qt2_A_0504_AW7.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb2a8r_A_1307_POP.pdb,0.44
pdb1kar_A_0502_HSM.pdb,pdb8gy2_B_0504_U10.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb9bts_A_0203_HEM.pdb,0.55
pdb1kar_A_0502_HSM.pdb,pdb6s84_A_0400_APC.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4csj_A_1778_NN7.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1xhl_A_1278_NDP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6cen_A_1301_SAM.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3jvg_A_0001_UNL.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb9dtk_A_0402_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4jgv_A_0601_T94.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8dl1_C_2301_1PE.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4wf2_A_0501_BTX.pdb,0.55
pdb1kar_A_0502_HSM.pdb,pdb5qjd_A_0304_K0M.pdb,0.5
pdb1kar_A_0502_HSM.pdb,pdb5jrq_A_0801_6N9.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1um0_A_1400_FMN.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1rdi_1_0001_MFU.pdb,0.57
pdb1kar_A_0502_HSM.pdb,pdb7vwa_A_0201_81K.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb4ha6_A_0601_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7us5_A_0401_NAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8x3x_A_0601_TPP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3u8i_A_0047_OLD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1me6_A_0347_IVS.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1ksk_A_0232_URA.pdb,0.56
pdb1kar_A_0502_HSM.pdb,pdb3ahe_A_0827_THD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7c90_A_0201_HEC.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3dok_A_0999_GWJ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1iye_A_0513_PGU.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8i08_A_0701_FAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3jzd_A_0400_NAD.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb8a9t_B_0505_LNU.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb5k09_A_0301_6PQ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb1hnj_A_0350_MLC.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb3klo_A_0225_C2E.pdb,0.57
pdb1kar_A_0502_HSM.pdb,pdb7pv6_A_0501_LRZ.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6ztq_O_0401_ATP.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7myc_A_2201_UJG.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb7dna_J_0232_IEY.pdb,0.45
pdb1kar_A_0502_HSM.pdb,pdb6pe0_A_0501_ATP.pdb,0.45
